1774655523.525098 server started (50238): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1774655523.525152 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jan 19 22:00:10 PST 2026; root:xnu-11417.140.69.708.3~1/RELEASE_X86_64
1774655523.525172 using libevent 2.1.12-stable select
1774655523.525190 using utf8proc 2.11.3
1774655523.525203 using ncurses 6.5 20240427
1774655523.571353 cmdq_get_command: [bind-key/0x7fea95a229f0] group 1138
1774655523.571360 cmdq_append <global>: [bind-key/0x7fea95a229f0]
1774655523.571367 yylex_token: end at WS
1774655523.571373 yylex_token: bind
1774655523.571379 yylex_token: end at WS
1774655523.571384 yylex_token: -n
1774655523.571391 yylex_token: end at WS
1774655523.571396 yylex_token: M-MouseDown3Pane
1774655523.571402 yylex_token: end at WS
1774655523.571407 yylex_token: display-menu
1774655523.571413 yylex_token: end at WS
1774655523.571418 yylex_token: -t=
1774655523.571423 yylex_token: end at WS
1774655523.571428 yylex_token: -xM
1774655523.571434 yylex_token: end at WS
1774655523.571439 yylex_token: -yM
1774655523.571444 yylex_token: end at WS
1774655523.571449 yylex_token: -T
1774655523.571457 yylex_token: end at WS
1774655523.571462 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1774655523.571471 yylex_token: end at WS
1774655523.571476 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1774655523.571482 yylex_token: end at WS
1774655523.571487 yylex_token: <
1774655523.571492 yylex_token: end at WS
1774655523.571497 yylex_token: send
1774655523.571503 yylex_token: end at WS
1774655523.571508 yylex_token: -X
1774655523.571514 yylex_token: end at }
1774655523.571519 yylex_token: history-top
1774655523.571528 yylex_token: end at WS
1774655523.571534 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1774655523.571539 yylex_token: end at WS
1774655523.571544 yylex_token: >
1774655523.571549 yylex_token: end at WS
1774655523.571554 yylex_token: send
1774655523.571560 yylex_token: end at WS
1774655523.571565 yylex_token: -X
1774655523.571571 yylex_token: end at }
1774655523.571576 yylex_token: history-bottom
1774655523.571581 yylex_token: end at WS
1774655523.571586 yylex_token: 
1774655523.571595 yylex_token: end at WS
1774655523.571601 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1774655523.571606 yylex_token: end at WS
1774655523.571611 yylex_token: C-r
1774655523.571616 yylex_token: end at WS
1774655523.571621 yylex_token: if
1774655523.571627 yylex_token: end at WS
1774655523.571632 yylex_token: -F
1774655523.571639 yylex_token: end at WS
1774655523.571645 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1774655523.571651 yylex_token: end at ;
1774655523.571656 yylex_token: copy-mode -t=
1774655523.571662 yylex_token: end at WS
1774655523.571667 yylex_token: send
1774655523.571672 yylex_token: end at WS
1774655523.571678 yylex_token: -Xt=
1774655523.571684 yylex_token: end at WS
1774655523.571689 yylex_token: search-backward
1774655523.571694 yylex_token: end at WS
1774655523.571699 yylex_token: --
1774655523.571706 yylex_token: end at }
1774655523.571711 yylex_token: #{q:mouse_word}
1774655523.571720 yylex_token: end at WS
1774655523.571725 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1774655523.571731 yylex_token: end at WS
1774655523.571736 yylex_token: C-y
1774655523.571741 yylex_token: end at WS
1774655523.571747 yylex_token: copy-mode
1774655523.571752 yylex_token: end at ;
1774655523.571758 yylex_token: -q
1774655523.571764 yylex_token: end at WS
1774655523.571769 yylex_token: send-keys
1774655523.571774 yylex_token: end at WS
1774655523.571779 yylex_token: -l
1774655523.571784 yylex_token: end at WS
1774655523.571789 yylex_token: --
1774655523.571796 yylex_token: end at }
1774655523.571801 yylex_token: #{q:mouse_word}
1774655523.571810 yylex_token: end at WS
1774655523.571815 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1774655523.571821 yylex_token: end at WS
1774655523.571826 yylex_token: c
1774655523.571832 yylex_token: end at WS
1774655523.571837 yylex_token: copy-mode
1774655523.571851 yylex_token: end at ;
1774655523.571857 yylex_token: -q
1774655523.571863 yylex_token: end at WS
1774655523.571868 yylex_token: set-buffer
1774655523.571873 yylex_token: end at WS
1774655523.571879 yylex_token: --
1774655523.571885 yylex_token: end at }
1774655523.571890 yylex_token: #{q:mouse_word}
1774655523.571897 yylex_token: end at WS
1774655523.571903 yylex_token: #{?mouse_line,Copy Line,}
1774655523.571908 yylex_token: end at WS
1774655523.571913 yylex_token: l
1774655523.571919 yylex_token: end at WS
1774655523.571924 yylex_token: copy-mode
1774655523.571929 yylex_token: end at ;
1774655523.571935 yylex_token: -q
1774655523.571941 yylex_token: end at WS
1774655523.571946 yylex_token: set-buffer
1774655523.571951 yylex_token: end at WS
1774655523.571956 yylex_token: --
1774655523.571962 yylex_token: end at }
1774655523.571967 yylex_token: #{q:mouse_line}
1774655523.571973 yylex_token: end at WS
1774655523.571978 yylex_token: 
1774655523.571987 yylex_token: end at WS
1774655523.571993 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1774655523.571998 yylex_token: end at WS
1774655523.572004 yylex_token: C-h
1774655523.572009 yylex_token: end at WS
1774655523.572014 yylex_token: copy-mode
1774655523.572020 yylex_token: end at ;
1774655523.572025 yylex_token: -q
1774655523.572031 yylex_token: end at WS
1774655523.572036 yylex_token: send-keys
1774655523.572041 yylex_token: end at WS
1774655523.572046 yylex_token: -l
1774655523.572051 yylex_token: end at WS
1774655523.572056 yylex_token: --
1774655523.572063 yylex_token: end at }
1774655523.572068 yylex_token: #{q:mouse_hyperlink}
1774655523.572078 yylex_token: end at WS
1774655523.572083 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1774655523.572089 yylex_token: end at WS
1774655523.572094 yylex_token: h
1774655523.572099 yylex_token: end at WS
1774655523.572104 yylex_token: copy-mode
1774655523.572110 yylex_token: end at ;
1774655523.572115 yylex_token: -q
1774655523.572121 yylex_token: end at WS
1774655523.572126 yylex_token: set-buffer
1774655523.572131 yylex_token: end at WS
1774655523.572136 yylex_token: --
1774655523.572143 yylex_token: end at }
1774655523.572148 yylex_token: #{q:mouse_hyperlink}
1774655523.572154 yylex_token: end at WS
1774655523.572159 yylex_token: 
1774655523.572165 yylex_token: end at WS
1774655523.572170 yylex_token: Horizontal Split
1774655523.572176 yylex_token: end at WS
1774655523.572181 yylex_token: h
1774655523.572187 yylex_token: end at WS
1774655523.572192 yylex_token: split-window
1774655523.572197 yylex_token: end at }
1774655523.572202 yylex_token: -h
1774655523.572209 yylex_token: end at WS
1774655523.572214 yylex_token: Vertical Split
1774655523.572219 yylex_token: end at WS
1774655523.572224 yylex_token: v
1774655523.572230 yylex_token: end at WS
1774655523.572235 yylex_token: split-window
1774655523.572241 yylex_token: end at }
1774655523.572246 yylex_token: -v
1774655523.572251 yylex_token: end at WS
1774655523.572256 yylex_token: 
1774655523.572263 yylex_token: end at WS
1774655523.572269 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1774655523.572274 yylex_token: end at WS
1774655523.572279 yylex_token: u
1774655523.572285 yylex_token: end at WS
1774655523.572290 yylex_token: swap-pane
1774655523.572295 yylex_token: end at }
1774655523.572300 yylex_token: -U
1774655523.572308 yylex_token: end at WS
1774655523.572314 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1774655523.572319 yylex_token: end at WS
1774655523.572324 yylex_token: d
1774655523.572330 yylex_token: end at WS
1774655523.572335 yylex_token: swap-pane
1774655523.572340 yylex_token: end at }
1774655523.572345 yylex_token: -D
1774655523.572353 yylex_token: end at WS
1774655523.572358 yylex_token: #{?pane_marked_set,,-}Swap Marked
1774655523.572363 yylex_token: end at WS
1774655523.572368 yylex_token: s
1774655523.572374 yylex_token: end at }
1774655523.572379 yylex_token: swap-pane
1774655523.572385 yylex_token: end at WS
1774655523.572390 yylex_token: 
1774655523.572404 yylex_token: end at WS
1774655523.572410 yylex_token: Kill
1774655523.572415 yylex_token: end at WS
1774655523.572420 yylex_token: X
1774655523.572426 yylex_token: end at }
1774655523.572431 yylex_token: kill-pane
1774655523.572437 yylex_token: end at WS
1774655523.572442 yylex_token: Respawn
1774655523.572448 yylex_token: end at WS
1774655523.572453 yylex_token: R
1774655523.572459 yylex_token: end at WS
1774655523.572464 yylex_token: respawn-pane
1774655523.572469 yylex_token: end at }
1774655523.572474 yylex_token: -k
1774655523.572482 yylex_token: end at WS
1774655523.572487 yylex_token: #{?pane_marked,Unmark,Mark}
1774655523.572492 yylex_token: end at WS
1774655523.572497 yylex_token: m
1774655523.572503 yylex_token: end at WS
1774655523.572508 yylex_token: select-pane
1774655523.572513 yylex_token: end at }
1774655523.572518 yylex_token: -m
1774655523.572528 yylex_token: end at WS
1774655523.572534 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1774655523.572539 yylex_token: end at WS
1774655523.572544 yylex_token: z
1774655523.572550 yylex_token: end at WS
1774655523.572555 yylex_token: resize-pane
1774655523.572560 yylex_token: end at }
1774655523.572565 yylex_token: -Z
1774655523.572573 cmd_parse_build_commands 0:0: bind
1774655523.572579 cmd_parse_build_commands 0:1: -n
1774655523.572584 cmd_parse_build_commands 0:2: M-MouseDown3Pane
1774655523.572590 cmd_parse_build_commands 0:3 0:0: display-menu
1774655523.572595 cmd_parse_build_commands 0:3 0:1: -t=
1774655523.572600 cmd_parse_build_commands 0:3 0:2: -xM
1774655523.572605 cmd_parse_build_commands 0:3 0:3: -yM
1774655523.572610 cmd_parse_build_commands 0:3 0:4: -T
1774655523.572616 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{pane_index} (#{pane_id})
1774655523.572622 cmd_parse_build_commands 0:3 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1774655523.572627 cmd_parse_build_commands 0:3 0:7: <
1774655523.572632 cmd_parse_build_commands 0:3 0:8 0:0: send
1774655523.572637 cmd_parse_build_commands 0:3 0:8 0:1: -X
1774655523.572643 cmd_parse_build_commands 0:3 0:8 0:2: history-top
1774655523.572648 cmd_parse_build_commands 0:3 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1774655523.572654 cmd_parse_build_commands 0:3 0:10: >
1774655523.572659 cmd_parse_build_commands 0:3 0:11 0:0: send
1774655523.572664 cmd_parse_build_commands 0:3 0:11 0:1: -X
1774655523.572669 cmd_parse_build_commands 0:3 0:11 0:2: history-bottom
1774655523.572675 cmd_parse_build_commands 0:3 0:12: 
1774655523.572680 cmd_parse_build_commands 0:3 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1774655523.572685 cmd_parse_build_commands 0:3 0:14: C-r
1774655523.572691 cmd_parse_build_commands 0:3 0:15 0:0: if
1774655523.572696 cmd_parse_build_commands 0:3 0:15 0:1: -F
1774655523.572701 cmd_parse_build_commands 0:3 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1774655523.572706 cmd_parse_build_commands 0:3 0:15 0:3: copy-mode -t=
1774655523.572712 cmd_parse_build_commands 0:3 0:15 1:0: send
1774655523.572717 cmd_parse_build_commands 0:3 0:15 1:1: -Xt=
1774655523.572722 cmd_parse_build_commands 0:3 0:15 1:2: search-backward
1774655523.572727 cmd_parse_build_commands 0:3 0:15 1:3: --
1774655523.572732 cmd_parse_build_commands 0:3 0:15 1:4: #{q:mouse_word}
1774655523.572738 cmd_parse_build_commands 0:3 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1774655523.572743 cmd_parse_build_commands 0:3 0:17: C-y
1774655523.572748 cmd_parse_build_commands 0:3 0:18 0:0: copy-mode
1774655523.572753 cmd_parse_build_commands 0:3 0:18 0:1: -q
1774655523.572758 cmd_parse_build_commands 0:3 0:18 1:0: send-keys
1774655523.572763 cmd_parse_build_commands 0:3 0:18 1:1: -l
1774655523.572768 cmd_parse_build_commands 0:3 0:18 1:2: --
1774655523.572773 cmd_parse_build_commands 0:3 0:18 1:3: #{q:mouse_word}
1774655523.572779 cmd_parse_build_commands 0:3 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1774655523.572784 cmd_parse_build_commands 0:3 0:20: c
1774655523.572789 cmd_parse_build_commands 0:3 0:21 0:0: copy-mode
1774655523.572803 cmd_parse_build_commands 0:3 0:21 0:1: -q
1774655523.572808 cmd_parse_build_commands 0:3 0:21 1:0: set-buffer
1774655523.572814 cmd_parse_build_commands 0:3 0:21 1:1: --
1774655523.572819 cmd_parse_build_commands 0:3 0:21 1:2: #{q:mouse_word}
1774655523.572824 cmd_parse_build_commands 0:3 0:22: #{?mouse_line,Copy Line,}
1774655523.572829 cmd_parse_build_commands 0:3 0:23: l
1774655523.572834 cmd_parse_build_commands 0:3 0:24 0:0: copy-mode
1774655523.572839 cmd_parse_build_commands 0:3 0:24 0:1: -q
1774655523.572845 cmd_parse_build_commands 0:3 0:24 1:0: set-buffer
1774655523.572850 cmd_parse_build_commands 0:3 0:24 1:1: --
1774655523.572855 cmd_parse_build_commands 0:3 0:24 1:2: #{q:mouse_line}
1774655523.572860 cmd_parse_build_commands 0:3 0:25: 
1774655523.572865 cmd_parse_build_commands 0:3 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1774655523.572870 cmd_parse_build_commands 0:3 0:27: C-h
1774655523.572876 cmd_parse_build_commands 0:3 0:28 0:0: copy-mode
1774655523.572881 cmd_parse_build_commands 0:3 0:28 0:1: -q
1774655523.572886 cmd_parse_build_commands 0:3 0:28 1:0: send-keys
1774655523.572891 cmd_parse_build_commands 0:3 0:28 1:1: -l
1774655523.572896 cmd_parse_build_commands 0:3 0:28 1:2: --
1774655523.572901 cmd_parse_build_commands 0:3 0:28 1:3: #{q:mouse_hyperlink}
1774655523.572907 cmd_parse_build_commands 0:3 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1774655523.572912 cmd_parse_build_commands 0:3 0:30: h
1774655523.572917 cmd_parse_build_commands 0:3 0:31 0:0: copy-mode
1774655523.572922 cmd_parse_build_commands 0:3 0:31 0:1: -q
1774655523.572927 cmd_parse_build_commands 0:3 0:31 1:0: set-buffer
1774655523.572932 cmd_parse_build_commands 0:3 0:31 1:1: --
1774655523.572937 cmd_parse_build_commands 0:3 0:31 1:2: #{q:mouse_hyperlink}
1774655523.572942 cmd_parse_build_commands 0:3 0:32: 
1774655523.572948 cmd_parse_build_commands 0:3 0:33: Horizontal Split
1774655523.572953 cmd_parse_build_commands 0:3 0:34: h
1774655523.572958 cmd_parse_build_commands 0:3 0:35 0:0: split-window
1774655523.572963 cmd_parse_build_commands 0:3 0:35 0:1: -h
1774655523.572969 cmd_parse_build_commands 0:3 0:36: Vertical Split
1774655523.572974 cmd_parse_build_commands 0:3 0:37: v
1774655523.572979 cmd_parse_build_commands 0:3 0:38 0:0: split-window
1774655523.572984 cmd_parse_build_commands 0:3 0:38 0:1: -v
1774655523.572990 cmd_parse_build_commands 0:3 0:39: 
1774655523.572995 cmd_parse_build_commands 0:3 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1774655523.573000 cmd_parse_build_commands 0:3 0:41: u
1774655523.573005 cmd_parse_build_commands 0:3 0:42 0:0: swap-pane
1774655523.573011 cmd_parse_build_commands 0:3 0:42 0:1: -U
1774655523.573016 cmd_parse_build_commands 0:3 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1774655523.573022 cmd_parse_build_commands 0:3 0:44: d
1774655523.573027 cmd_parse_build_commands 0:3 0:45 0:0: swap-pane
1774655523.573032 cmd_parse_build_commands 0:3 0:45 0:1: -D
1774655523.573037 cmd_parse_build_commands 0:3 0:46: #{?pane_marked_set,,-}Swap Marked
1774655523.573043 cmd_parse_build_commands 0:3 0:47: s
1774655523.573048 cmd_parse_build_commands 0:3 0:48 0:0: swap-pane
1774655523.573053 cmd_parse_build_commands 0:3 0:49: 
1774655523.573058 cmd_parse_build_commands 0:3 0:50: Kill
1774655523.573063 cmd_parse_build_commands 0:3 0:51: X
1774655523.573068 cmd_parse_build_commands 0:3 0:52 0:0: kill-pane
1774655523.573073 cmd_parse_build_commands 0:3 0:53: Respawn
1774655523.573079 cmd_parse_build_commands 0:3 0:54: R
1774655523.573084 cmd_parse_build_commands 0:3 0:55 0:0: respawn-pane
1774655523.573089 cmd_parse_build_commands 0:3 0:55 0:1: -k
1774655523.573095 cmd_parse_build_commands 0:3 0:56: #{?pane_marked,Unmark,Mark}
1774655523.573100 cmd_parse_build_commands 0:3 0:57: m
1774655523.573106 cmd_parse_build_commands 0:3 0:58 0:0: select-pane
1774655523.573111 cmd_parse_build_commands 0:3 0:58 0:1: -m
1774655523.573116 cmd_parse_build_commands 0:3 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1774655523.573130 cmd_parse_build_commands 0:3 0:60: z
1774655523.573136 cmd_parse_build_commands 0:3 0:61 0:0: resize-pane
1774655523.573141 cmd_parse_build_commands 0:3 0:61 0:1: -Z
1774655523.573149 cmd_parse_build_commands 0:0: display-menu
1774655523.573154 cmd_parse_build_commands 0:1: -t=
1774655523.573159 cmd_parse_build_commands 0:2: -xM
1774655523.573165 cmd_parse_build_commands 0:3: -yM
1774655523.573170 cmd_parse_build_commands 0:4: -T
1774655523.573175 cmd_parse_build_commands 0:5: #[align=centre]#{pane_index} (#{pane_id})
1774655523.573181 cmd_parse_build_commands 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1774655523.573186 cmd_parse_build_commands 0:7: <
1774655523.573191 cmd_parse_build_commands 0:8 0:0: send
1774655523.573197 cmd_parse_build_commands 0:8 0:1: -X
1774655523.573202 cmd_parse_build_commands 0:8 0:2: history-top
1774655523.573207 cmd_parse_build_commands 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1774655523.573212 cmd_parse_build_commands 0:10: >
1774655523.573218 cmd_parse_build_commands 0:11 0:0: send
1774655523.573223 cmd_parse_build_commands 0:11 0:1: -X
1774655523.573228 cmd_parse_build_commands 0:11 0:2: history-bottom
1774655523.573233 cmd_parse_build_commands 0:12: 
1774655523.573239 cmd_parse_build_commands 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1774655523.573244 cmd_parse_build_commands 0:14: C-r
1774655523.573249 cmd_parse_build_commands 0:15 0:0: if
1774655523.573254 cmd_parse_build_commands 0:15 0:1: -F
1774655523.573260 cmd_parse_build_commands 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1774655523.573265 cmd_parse_build_commands 0:15 0:3: copy-mode -t=
1774655523.573270 cmd_parse_build_commands 0:15 1:0: send
1774655523.573275 cmd_parse_build_commands 0:15 1:1: -Xt=
1774655523.573281 cmd_parse_build_commands 0:15 1:2: search-backward
1774655523.573286 cmd_parse_build_commands 0:15 1:3: --
1774655523.573291 cmd_parse_build_commands 0:15 1:4: #{q:mouse_word}
1774655523.573296 cmd_parse_build_commands 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1774655523.573301 cmd_parse_build_commands 0:17: C-y
1774655523.573307 cmd_parse_build_commands 0:18 0:0: copy-mode
1774655523.573312 cmd_parse_build_commands 0:18 0:1: -q
1774655523.573318 cmd_parse_build_commands 0:18 1:0: send-keys
1774655523.573323 cmd_parse_build_commands 0:18 1:1: -l
1774655523.573329 cmd_parse_build_commands 0:18 1:2: --
1774655523.573334 cmd_parse_build_commands 0:18 1:3: #{q:mouse_word}
1774655523.573339 cmd_parse_build_commands 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1774655523.573344 cmd_parse_build_commands 0:20: c
1774655523.573349 cmd_parse_build_commands 0:21 0:0: copy-mode
1774655523.573355 cmd_parse_build_commands 0:21 0:1: -q
1774655523.573360 cmd_parse_build_commands 0:21 1:0: set-buffer
1774655523.573365 cmd_parse_build_commands 0:21 1:1: --
1774655523.573370 cmd_parse_build_commands 0:21 1:2: #{q:mouse_word}
1774655523.573375 cmd_parse_build_commands 0:22: #{?mouse_line,Copy Line,}
1774655523.573380 cmd_parse_build_commands 0:23: l
1774655523.573386 cmd_parse_build_commands 0:24 0:0: copy-mode
1774655523.573391 cmd_parse_build_commands 0:24 0:1: -q
1774655523.573396 cmd_parse_build_commands 0:24 1:0: set-buffer
1774655523.573401 cmd_parse_build_commands 0:24 1:1: --
1774655523.573406 cmd_parse_build_commands 0:24 1:2: #{q:mouse_line}
1774655523.573411 cmd_parse_build_commands 0:25: 
1774655523.573417 cmd_parse_build_commands 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1774655523.573422 cmd_parse_build_commands 0:27: C-h
1774655523.573427 cmd_parse_build_commands 0:28 0:0: copy-mode
1774655523.573432 cmd_parse_build_commands 0:28 0:1: -q
1774655523.573437 cmd_parse_build_commands 0:28 1:0: send-keys
1774655523.573442 cmd_parse_build_commands 0:28 1:1: -l
1774655523.573448 cmd_parse_build_commands 0:28 1:2: --
1774655523.573453 cmd_parse_build_commands 0:28 1:3: #{q:mouse_hyperlink}
1774655523.573458 cmd_parse_build_commands 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1774655523.573472 cmd_parse_build_commands 0:30: h
1774655523.573478 cmd_parse_build_commands 0:31 0:0: copy-mode
1774655523.573483 cmd_parse_build_commands 0:31 0:1: -q
1774655523.573488 cmd_parse_build_commands 0:31 1:0: set-buffer
1774655523.573493 cmd_parse_build_commands 0:31 1:1: --
1774655523.573498 cmd_parse_build_commands 0:31 1:2: #{q:mouse_hyperlink}
1774655523.573503 cmd_parse_build_commands 0:32: 
1774655523.573508 cmd_parse_build_commands 0:33: Horizontal Split
1774655523.573514 cmd_parse_build_commands 0:34: h
1774655523.573519 cmd_parse_build_commands 0:35 0:0: split-window
1774655523.573524 cmd_parse_build_commands 0:35 0:1: -h
1774655523.573529 cmd_parse_build_commands 0:36: Vertical Split
1774655523.573534 cmd_parse_build_commands 0:37: v
1774655523.573540 cmd_parse_build_commands 0:38 0:0: split-window
1774655523.573545 cmd_parse_build_commands 0:38 0:1: -v
1774655523.573550 cmd_parse_build_commands 0:39: 
1774655523.573555 cmd_parse_build_commands 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1774655523.573560 cmd_parse_build_commands 0:41: u
1774655523.573566 cmd_parse_build_commands 0:42 0:0: swap-pane
1774655523.573571 cmd_parse_build_commands 0:42 0:1: -U
1774655523.573576 cmd_parse_build_commands 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1774655523.573581 cmd_parse_build_commands 0:44: d
1774655523.573586 cmd_parse_build_commands 0:45 0:0: swap-pane
1774655523.573591 cmd_parse_build_commands 0:45 0:1: -D
1774655523.573597 cmd_parse_build_commands 0:46: #{?pane_marked_set,,-}Swap Marked
1774655523.573602 cmd_parse_build_commands 0:47: s
1774655523.573607 cmd_parse_build_commands 0:48 0:0: swap-pane
1774655523.573612 cmd_parse_build_commands 0:49: 
1774655523.573617 cmd_parse_build_commands 0:50: Kill
1774655523.573623 cmd_parse_build_commands 0:51: X
1774655523.573628 cmd_parse_build_commands 0:52 0:0: kill-pane
1774655523.573633 cmd_parse_build_commands 0:53: Respawn
1774655523.573638 cmd_parse_build_commands 0:54: R
1774655523.573644 cmd_parse_build_commands 0:55 0:0: respawn-pane
1774655523.573649 cmd_parse_build_commands 0:55 0:1: -k
1774655523.573654 cmd_parse_build_commands 0:56: #{?pane_marked,Unmark,Mark}
1774655523.573659 cmd_parse_build_commands 0:57: m
1774655523.573664 cmd_parse_build_commands 0:58 0:0: select-pane
1774655523.573670 cmd_parse_build_commands 0:58 0:1: -m
1774655523.573675 cmd_parse_build_commands 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1774655523.573680 cmd_parse_build_commands 0:60: z
1774655523.573685 cmd_parse_build_commands 0:61 0:0: resize-pane
1774655523.573691 cmd_parse_build_commands 0:61 0:1: -Z
1774655523.573700 cmd_parse_build_commands 0:0: send
1774655523.573705 cmd_parse_build_commands 0:1: -X
1774655523.573710 cmd_parse_build_commands 0:2: history-top
1774655523.573719 args_parse_flags: next -X
1774655523.573724 args_parse_flags: -X
1774655523.573730 args_parse_flags: next history-top
1774655523.573736 args_parse: flags end at 2 of 3
1774655523.573743 args_parse: 2 = history-top (type STRING)
1774655523.573753 cmd_parse_build_commands: send-keys -X history-top
1774655523.573759 cmd_parse_build_commands 0:0: send
1774655523.573765 cmd_parse_build_commands 0:1: -X
1774655523.573770 cmd_parse_build_commands 0:2: history-bottom
1774655523.573778 args_parse_flags: next -X
1774655523.573783 args_parse_flags: -X
1774655523.573788 args_parse_flags: next history-bottom
1774655523.573794 args_parse: flags end at 2 of 3
1774655523.573799 args_parse: 2 = history-bottom (type STRING)
1774655523.573809 cmd_parse_build_commands: send-keys -X history-bottom
1774655523.573816 cmd_parse_build_commands 0:0: if
1774655523.573821 cmd_parse_build_commands 0:1: -F
1774655523.573826 cmd_parse_build_commands 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1774655523.573831 cmd_parse_build_commands 0:3: copy-mode -t=
1774655523.573837 cmd_parse_build_commands 1:0: send
1774655523.573842 cmd_parse_build_commands 1:1: -Xt=
1774655523.573847 cmd_parse_build_commands 1:2: search-backward
1774655523.573852 cmd_parse_build_commands 1:3: --
1774655523.573866 cmd_parse_build_commands 1:4: #{q:mouse_word}
1774655523.573874 args_parse_flags: next -F
1774655523.573879 args_parse_flags: -F
1774655523.573885 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1774655523.573890 args_parse: flags end at 2 of 4
1774655523.573896 args_parse: 2 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1} (type STRING)
1774655523.573902 args_parse: 3 = copy-mode -t= (type STRING)
1774655523.573911 args_parse_flags: next -Xt=
1774655523.573916 args_parse_flags: -X
1774655523.573922 args_parse_flag_argument: -t = =
1774655523.573927 args_parse_flags: next search-backward
1774655523.573932 args_parse: flags end at 2 of 5
1774655523.573938 args_parse: 2 = search-backward (type STRING)
1774655523.573943 args_parse: 3 = -- (type STRING)
1774655523.573949 args_parse: 4 = #{q:mouse_word} (type STRING)
1774655523.573972 cmd_parse_build_commands: if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}"
1774655523.573980 cmd_parse_build_commands 0:0: copy-mode
1774655523.573985 cmd_parse_build_commands 0:1: -q
1774655523.573991 cmd_parse_build_commands 1:0: send-keys
1774655523.573996 cmd_parse_build_commands 1:1: -l
1774655523.574001 cmd_parse_build_commands 1:2: --
1774655523.574006 cmd_parse_build_commands 1:3: #{q:mouse_word}
1774655523.574013 args_parse_flags: next -q
1774655523.574019 args_parse_flags: -q
1774655523.574024 args_parse: flags end at 2 of 2
1774655523.574032 args_parse_flags: next -l
1774655523.574038 args_parse_flags: -l
1774655523.574043 args_parse_flags: next --
1774655523.574048 args_parse: flags end at 3 of 4
1774655523.574054 args_parse: 3 = #{q:mouse_word} (type STRING)
1774655523.574065 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1774655523.574071 cmd_parse_build_commands 0:0: copy-mode
1774655523.574077 cmd_parse_build_commands 0:1: -q
1774655523.574082 cmd_parse_build_commands 1:0: set-buffer
1774655523.574087 cmd_parse_build_commands 1:1: --
